home_ars5,dest_ars5,n_model,model_km_median,model_km_p10,model_km_p90,centroid_km,class_model_median,class_centroid,same_class,ba_flow
03103,09564,5,437.075281548504,436.41630596827815,439.8705098980939,430.96642189531434,gt200,gt200,True,10.0
03103,11000,281,222.76152700771226,222.51924492319867,229.98694155716495,231.66728652734892,gt200,gt200,True,460.0
03103,12067,11,287.67208881376854,263.03266406403003,293.47283871140615,305.46634340754144,gt200,gt200,True,20.0
03103,14511,13,306.36686931763387,306.3307712950843,306.444917568804,298.6494408263687,gt200,gt200,True,20.0
03103,14612,4,333.9714743554781,329.0293215522879,334.0530981559495,332.18261313941696,gt200,gt200,True,10.0
03103,14713,24,213.05516321387472,212.31519640840722,213.1565823595645,210.09856326031542,gt200,gt200,True,40.0
03103,15003,23,80.9965777305442,80.73730853331291,84.22240713891324,87.10007463200957,50_100,50_100,True,40.0
03103,15081,44,62.862725262057566,49.03699882700869,72.91158420363128,55.09422620820695,50_100,50_100,True,70.0
03103,15083,112,67.35220983043601,37.69844199119661,75.99183332512727,56.963766949389445,50_100,50_100,True,150.0
03103,15085,11,83.57964381670351,71.74316585520118,98.2699568942292,86.6617371319878,50_100,50_100,True,20.0
03103,15090,9,95.02452183455864,88.33676630542328,114.76376496734798,101.75969493950262,50_100,100_200,False,10.0
03103,16051,9,214.23930843481867,208.76849941535824,214.28183887891296,207.5125314240456,gt200,gt200,True,10.0
03103,16061,10,155.88903523785757,143.2129384920719,165.0103021570468,156.5994676405602,100_200,100_200,True,10.0
03151,01002,13,273.757002601064,268.56702734760665,286.25651012180646,255.84664657954167,gt200,gt200,True,20.0
03151,01003,9,190.41927051824527,176.2420982147268,203.3130637582416,187.28670552115776,100_200,100_200,True,20.0
03151,01056,8,192.12311336103346,183.91566275618362,197.94855421256227,181.18065540811344,100_200,100_200,True,10.0
03151,01060,22,194.38449740954758,177.5579805327776,220.2307126038883,197.91700713153114,100_200,100_200,True,30.0
03151,01062,21,173.22688103021923,147.14120239943549,189.69906440276677,166.6658301610908,100_200,100_200,True,30.0
